individuals,individual0,individual0,individual0,individual0,individual0,individual0,individual0,individual0,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual11,individual11,individual11,individual11,individual11,individual11,individual11,individual11,individual12,individual12,individual12,individual12,individual12,individual12,individual12,individual12,individual13,individual13,individual13,individual13,individual13,individual13,individual13,individual13,individual14,individual14,individual14,individual14,individual14,individual14,individual14,individual14,individual15,individual15,individual15,individual15,individual15,individual15,individual15,individual15,individual16,individual16,individual16,individual16,individual16,individual16,individual16,individual16,individual17,individual17,individual17,individual17,individual17,individual17,individual17,individual17,individual18,individual18,individual18,individual18,individual18,individual18,individual18,individual18,individual19,individual19,individual19,individual19,individual19,individual19,individual19,individual19,individual20,individual20,individual20,individual20,individual20,individual20,individual20,individual20,individual21,individual21,individual21,individual21,individual21,individual21,individual21,individual21,individual22,individual22,individual22,individual22,individual22,individual22,individual22,individual22,individual23,individual23,individual23,individual23,individual23,individual23,individual23,individual23,individual24,individual24,individual24,individual24,individual24,individual24,individual24,individual24,individual25,individual25,individual25,individual25,individual25,individual25,individual25,individual25,individual26,individual26,individual26,individual26,individual26,individual26,individual26,individual26,individual27,individual27,individual27,individual27,individual27,individual27,individual27,individual27,individual28,individual28,individual28,individual28,individual28,individual28,individual28,individual28,individual29,individual29,individual29,individual29,individual29,individual29,individual29,individual29,individual30,individual30,individual30,individual30,individual30,individual30,individual30,individual30,individual31,individual31,individual31,individual31,individual31,individual31,individual31,individual31,individual32,individual32,individual32,individual32,individual32,individual32,individual32,individual32,individual33,individual33,individual33,individual33,individual33,individual33,individual33,individual33,individual34,individual34,individual34,individual34,individual34,individual34,individual34,individual34,individual35,individual35,individual35,individual35,individual35,individual35,individual35,individual35,individual36,individual36,individual36,individual36,individual36,individual36,individual36,individual36,individual37,individual37,individual37,individual37,individual37,individual37,individual37,individual37,individual38,individual38,individual38,individual38,individual38,individual38,individual38,individual38,individual39,individual39,individual39,individual39,individual39,individual39,individual39,individual39,individual40,individual40,individual40,individual40,individual40,individual40,individual40,individual40,individual41,individual41,individual41,individual41,individual41,individual41,individual41,individual41,individual42,individual42,individual42,individual42,individual42,individual42,individual42,individual42,individual43,individual43,individual43,individual43,individual43,individual43,individual43,individual43,individual44,individual44,individual44,individual44,individual44,individual44,individual44,individual44,individual45,individual45,individual45,individual45,individual45,individual45,individual45,individual45,individual46,individual46,individual46,individual46,individual46,individual46,individual46,individual46,individual47,individual47,individual47,individual47,individual47,individual47,individual47,individual47,individual48,individual48,individual48,individual48,individual48,individual48,individual48,individual48,individual49,individual49,individual49,individual49,individual49,individual49,individual49,individual49,individual50,individual50,individual50,individual50,individual50,individual50,individual50,individual50,individual51,individual51,individual51,individual51,individual51,individual51,individual51,individual51,individual52,individual52,individual52,individual52,individual52,individual52,individual52,individual52,individual53,individual53,individual53,individual53,individual53,individual53,individual53,individual53,individual54,individual54,individual54,individual54,individual54,individual54,individual54,individual54,individual55,individual55,individual55,individual55,individual55,individual55,individual55,individual55,individual56,individual56,individual56,individual56,individual56,individual56,individual56,individual56,individual57,individual57,individual57,individual57,individual57,individual57,individual57,individual57,individual58,individual58,individual58,individual58,individual58,individual58,individual58,individual58,individual59,individual59,individual59,individual59,individual59,individual59,individual59,individual59,individual60,individual60,individual60,individual60,individual60,individual60,individual60,individual60,individual61,individual61,individual61,individual61,individual61,individual61,individual61,individual61,individual62,individual62,individual62,individual62,individual62,individual62,individual62,individual62,individual63,individual63,individual63,individual63,individual63,individual63,individual63,individual63
6,1510.8349514563106,,1246.6043689320388,,1597.0,1423.0,1333.0,1159.0,1684.3365853658536,,1716.6756097560976,,1771.0,1597.0,1803.0,1629.0,1748.0566448801742,,1286.2200435729847,,1835.0,1661.0,1373.0,1199.0,1758.8583333333333,,1058.2020833333333,,1845.0,1671.0,1145.0,971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1511.4781553398059,,1247.643203883495,,1598.0,1424.0,1334.0,1160.0,1683.8296296296296,,1716.9876543209878,,1770.0,1596.0,1803.0,1629.0,1749.1652360515022,,1286.8304721030042,,1836.0,1662.0,1373.0,1199.0,1758.7726315789473,,1056.76,,1845.0,1671.0,1143.0,969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1512.024154589372,,1248.8381642512077,,1599.0,1425.0,1335.0,1161.0,1682.9554455445545,,1717.5668316831684,,1769.0,1595.0,1804.0,1630.0,1750.1511879049676,,1287.5334773218142,,1837.0,1663.0,1374.0,1200.0,1758.7588357588359,,1056.2162162162163,,1845.0,1671.0,1143.0,969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1512.7608695652175,,1249.925120772947,,1599.0,1425.0,1336.0,1162.0,1682.1506172839506,,1718.3283950617283,,1769.0,1595.0,1805.0,1631.0,1750.784946236559,,1288.0430107526881,,1837.0,1663.0,1375.0,1201.0,1758.6871035940803,,1055.401691331924,,1845.0,1671.0,1142.0,968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1512.6423529411766,,1249.7529411764706,,1599.0,1425.0,1336.0,1162.0,1681.420792079208,,1718.7574257425742,,1768.0,1594.0,1805.0,1631.0,1751.505285412262,,1288.4672304439746,,1838.0,1664.0,1375.0,1201.0,1758.6440677966102,,1054.707627118644,,1845.0,1671.0,1141.0,967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1513.0971563981043,,1250.4004739336492,,1600.0,1426.0,1337.0,1163.0,1680.5814536340852,,1719.4812030075188,,1767.0,1593.0,1806.0,1632.0,1752.7911392405063,,1289.639240506329,,1839.0,1665.0,1376.0,1202.0,1758.6553911205074,,1054.076109936575,,1845.0,1671.0,1141.0,967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1513.1415094339623,,1250.7665094339623,,1600.0,1426.0,1337.0,1163.0,1680.3516209476309,,1719.6807980049875,,1767.0,1593.0,1806.0,1632.0,1753.915254237288,,1290.6822033898304,,1840.0,1666.0,1377.0,1203.0,1758.7828810020876,,1053.2129436325679,,1845.0,1671.0,1140.0,966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1513.2931442080378,,1250.5768321513003,,1600.0,1426.0,1337.0,1163.0,1679.2395061728396,,1720.4864197530865,,1766.0,1592.0,1807.0,1633.0,1754.5331905781584,,1291.167023554604,,1841.0,1667.0,1378.0,1204.0,1758.7974947807934,,1052.9686847599164,,1845.0,1671.0,1139.0,965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1513.0847058823529,,1250.4517647058824,,1600.0,1426.0,1337.0,1163.0,1678.450495049505,,1721.0569306930693,,1765.0,1591.0,1808.0,1634.0,1755.5148936170212,,1291.9489361702128,,1842.0,1668.0,1378.0,1204.0,1758.8979166666666,,1052.5145833333333,,1845.0,1671.0,1139.0,965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1512.89336492891,,1250.2654028436018,,1599.0,1425.0,1337.0,1163.0,1677.3866995073893,,1721.8054187192117,,1764.0,1590.0,1808.0,1634.0,1756.3589743589744,,1292.5982905982905,,1843.0,1669.0,1379.0,1205.0,1758.8930817610062,,1051.8763102725368,,1845.0,1671.0,1138.0,964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1512.5924170616113,,1249.898104265403,,1599.0,1425.0,1336.0,1162.0,1676.624096385542,,1722.2819277108433,,1763.0,1589.0,1809.0,1635.0,1757.9234042553192,,1294.1914893617022,,1844.0,1670.0,1381.0,1207.0,1758.8814968814968,,1051.8087318087319,,1845.0,1671.0,1138.0,964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1512.2768496420047,,1249.3723150357996,,1599.0,1425.0,1336.0,1162.0,1676.2156862745098,,1722.6764705882354,,1763.0,1589.0,1809.0,1635.0,1759.298947368421,,1295.4736842105262,,1846.0,1672.0,1382.0,1208.0,1758.8854166666667,,1051.9770833333334,,1845.0,1671.0,1138.0,964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1511.9496402877699,,1249.1127098321342,,1598.0,1424.0,1336.0,1162.0,1675.3398058252428,,1723.2912621359224,,1762.0,1588.0,1810.0,1636.0,1759.9832285115303,,1296.0796645702305,,1846.0,1672.0,1383.0,1209.0,1758.80625,,1052.7291666666667,,1845.0,1671.0,1139.0,965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1511.8190709046455,,1249.0195599022004,,1598.0,1424.0,1336.0,1162.0,1674.5652173913043,,1723.9130434782608,,1761.0,1587.0,1810.0,1636.0,1761.1649269311065,,1297.0334029227558,,1848.0,1674.0,1384.0,1210.0,1758.885480572597,,1053.7137014314928,,1845.0,1671.0,1140.0,966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1511.8296836982968,,1248.6934306569342,,1598.0,1424.0,1335.0,1161.0,1674.1937046004844,,1724.1912832929781,,1761.0,1587.0,1811.0,1637.0,1762.1916666666666,,1298.2395833333333,,1849.0,1675.0,1385.0,1211.0,1758.874213836478,,1054.8490566037735,,1845.0,1671.0,1141.0,967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1511.637037037037,,1248.651851851852,,1598.0,1424.0,1335.0,1161.0,1673.0660146699267,,1725.0244498777506,,1760.0,1586.0,1812.0,1638.0,1763.2993630573249,,1299.7261146496814,,1850.0,1676.0,1386.0,1212.0,1758.937106918239,,1056.1614255765198,,1845.0,1671.0,1143.0,969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1511.4793187347932,,1248.2968369829684,,1598.0,1424.0,1335.0,1161.0,1671.8800959232615,,1725.9928057553957,,1758.0,1584.0,1812.0,1638.0,1764.7820512820513,,1301.0363247863247,,1851.0,1677.0,1388.0,1214.0,1759.04,,1057.5747368421053,,1846.0,1672.0,1144.0,970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1511.3398058252428,,1248.1966019417475,,1598.0,1424.0,1335.0,1161.0,1671.377990430622,,1726.4497607655503,,1758.0,1584.0,1813.0,1639.0,1765.6440677966102,,1301.989406779661,,1852.0,1678.0,1388.0,1214.0,1759.2832980972516,,1059.0655391120508,,1846.0,1672.0,1146.0,972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
